"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US15005","Kalawao County, Hawaii","22","16","22","16","11","7","2","3","20","16","2","4","18","14","0","12","3","3","0","12","0","12","21","15","0","12","21","15","19","14","9","12","12","7","0","12","1","4","0","12","0","12","0","12","0","12","10","7","0","12","10","7","0","12","12","14","0","12","11","13","1","4","(X)","(X)","100.0","63.2","50.0","25.0","9.1","13.0","90.9","13.0","9.1","17.6","81.8","21.7","0.0","63.2","13.6","12.7","0.0","63.2","0.0","63.2","95.5","14.2","0.0","63.2","95.5","14.2","86.4","16.8","40.9","28.8","54.5","27.2","0.0","63.2","4.5","14.2","(X)","(X)","-","**","-","**","-","**","(X)","(X)","0.0","93.8","100.0","93.8","0.0","93.8","(X)","(X)","0.0","85.6","91.7","23.9","8.3","23.9",
"0500000US15007","Kauai County, Hawaii","23465","519","22567","571","18867","560","574","148","21455","622","1963","309","15502","613","199","110","427","139","0","28","898","203","22027","575","10","18","22017","576","20858","586","2586","322","18925","558","823","241","1438","246","1959","344","0","28","1524","332","435","140","7485","574","10","18","6865","575","610","170","14021","584","0","28","13628","567","393","142","(X)","(X)","96.2","0.9","80.4","1.8","2.4","0.6","91.4","1.5","8.4","1.3","66.1","2.3","0.8","0.5","1.8","0.6","0.0","0.1","3.8","0.9","93.9","1.1","0.0","0.1","93.8","1.1","88.9","1.4","11.0","1.3","80.7","1.8","3.5","1.0","6.1","1.1","(X)","(X)","0.0","1.6","77.8","7.3","22.2","7.3","(X)","(X)","0.1","0.2","91.7","2.3","8.1","2.3","(X)","(X)","0.0","0.2","97.2","1.0","2.8","1.0",
"0500000US15009","Maui County, Hawaii","55485","683","52650","682","44728","817","1329","234","50202","773","4443","528","36199","959","541","196","1202","243","0","28","2835","340","49420","780","204","116","49216","786","44653","916","4700","521","42783","844","3017","422","6065","541","4763","536","17","17","3385","410","1361","303","16583","757","87","87","13732","693","2764","312","34139","816","100","70","32099","822","1940","320","(X)","(X)","94.9","0.6","80.6","1.0","2.4","0.4","90.5","0.8","8.0","1.0","65.2","1.5","1.0","0.4","2.2","0.4","0.0","0.1","5.1","0.6","89.1","1.0","0.4","0.2","88.7","1.0","80.5","1.3","8.5","0.9","77.1","1.2","5.4","0.8","10.9","1.0","(X)","(X)","0.4","0.4","71.1","4.9","28.6","4.9","(X)","(X)","0.5","0.5","82.8","1.7","16.7","1.7","(X)","(X)","0.3","0.2","94.0","0.9","5.7","0.9",
"0500000US16001","Ada County, Idaho","196700","879","192300","1034","177725","1595","5006","560","184239","1314","7539","926","141406","2016","890","241","4521","633","35","28","4400","546","186114","1243","407","200","185707","1248","175665","1582","16642","1300","163164","1951","14454","966","10586","885","14253","1011","84","93","11945","865","2224","371","67004","1889","152","157","61469","1803","5383","782","115443","2094","171","97","112293","2027","2979","525","(X)","(X)","97.8","0.3","90.4","0.7","2.5","0.3","93.7","0.5","3.8","0.5","71.9","0.9","0.5","0.1","2.3","0.3","0.0","0.1","2.2","0.3","94.6","0.5","0.2","0.1","94.4","0.5","89.3","0.6","8.5","0.7","83.0","0.9","7.3","0.5","5.4","0.5","(X)","(X)","0.6","0.6","83.8","2.3","15.6","2.3","(X)","(X)","0.2","0.2","91.7","1.1","8.0","1.1","(X)","(X)","0.1","0.1","97.3","0.5","2.6","0.4",
"0500000US16003","Adams County, Idaho","1752","91","1626","111","1387","116","143","50","1334","119","162","53","951","113","63","65","16","19","0","12","126","59","1418","116","66","65","1352","121","1170","119","169","63","1121","125","125","50","334","79","275","84","5","7","113","48","157","67","813","111","0","12","683","109","130","45","664","105","61","65","556","87","47","35","(X)","(X)","92.8","3.4","79.2","5.0","8.2","2.9","76.1","5.1","9.2","3.0","54.3","5.6","3.6","3.7","0.9","1.1","0.0","2.0","7.2","3.4","80.9","4.5","3.8","3.7","77.2","5.5","66.8","5.6","9.6","3.6","64.0","6.2","7.1","2.8","19.1","4.5","(X)","(X)","1.8","2.5","41.1","15.2","57.1","15.3","(X)","(X)","0.0","4.2","84.0","5.4","16.0","5.4","(X)","(X)","9.2","9.3","83.7","10.4","7.1","4.9",
"0500000US16005","Bannock County, Idaho","33340","351","31515","457","27251","546","1011","284","29894","515","2773","329","21078","665","175","81","853","198","22","34","1825","318","29245","524","79","72","29166","528","26629","575","3529","413","23813","646","2820","316","4095","472","4332","451","0","29","2879","315","1453","343","14550","694","33","47","12496","625","2021","357","14458","631","46","55","13791","619","621","190","(X)","(X)","94.5","1.0","81.7","1.4","3.0","0.9","89.7","1.3","8.3","1.0","63.2","1.9","0.5","0.2","2.6","0.6","0.1","0.1","5.5","1.0","87.7","1.4","0.2","0.2","87.5","1.4","79.9","1.6","10.6","1.2","71.4","1.9","8.5","0.9","12.3","1.4","(X)","(X)","0.0","0.8","66.5","6.0","33.5","6.0","(X)","(X)","0.2","0.3","85.9","2.3","13.9","2.2","(X)","(X)","0.3","0.4","95.4","1.3","4.3","1.3",
"0500000US16007","Bear Lake County, Idaho","2308","159","2188","160","1701","132","84","36","2047","150","330","90","1444","145","24","23","50","27","0","17","120","48","2069","139","1","2","2068","139","1963","147","409","89","1486","122","273","71","239","68","296","81","0","17","222","70","74","37","948","115","0","17","818","105","130","53","1064","105","1","2","1028","102","35","29","(X)","(X)","94.8","2.1","73.7","3.9","3.6","1.5","88.7","2.6","14.3","3.5","62.6","4.5","1.0","1.0","2.2","1.2","0.0","1.5","5.2","2.1","89.6","2.7","0.0","0.1","89.6","2.7","85.1","3.1","17.7","3.6","64.4","4.2","11.8","3.1","10.4","2.7","(X)","(X)","0.0","11.1","75.0","10.6","25.0","10.6","(X)","(X)","0.0","3.6","86.3","5.2","13.7","5.2","(X)","(X)","0.1","0.2","96.6","2.7","3.3","2.7",
"0500000US16009","Benewah County, Idaho","3978","118","3618","153","2531","162","254","94","3162","169","644","151","1988","212","122","103","84","38","0","17","360","122","3303","173","8","10","3295","173","2724","220","723","159","1511","182","1060","132","675","142","623","152","0","17","473","148","150","55","1889","214","8","10","1510","190","371","130","1466","163","0","17","1312","169","154","63","(X)","(X)","91.0","3.0","63.6","4.2","6.4","2.4","79.5","3.7","16.2","3.7","50.0","5.1","3.1","2.6","2.1","1.0","0.0","0.9","9.0","3.0","83.0","3.6","0.2","0.2","82.8","3.6","68.5","5.1","18.2","3.9","38.0","4.4","26.6","3.4","17.0","3.6","(X)","(X)","0.0","5.5","75.9","9.3","24.1","9.3","(X)","(X)","0.4","0.5","79.9","6.1","19.6","6.1","(X)","(X)","0.0","2.4","89.5","4.3","10.5","4.3",
"0500000US16011","Bingham County, Idaho","16009","271","15283","334","12934","435","525","156","14489","341","1615","268","10153","403","109","72","470","166","5","9","726","198","14356","377","27","22","14329","377","13239","412","2223","300","9874","463","2429","294","1653","306","1510","250","0","26","992","210","518","161","6297","455","18","22","5432","410","847","236","8202","507","9","14","7905","519","288","133","(X)","(X)","95.5","1.2","80.8","2.3","3.3","1.0","90.5","1.5","10.1","1.7","63.4","2.5","0.7","0.5","2.9","1.0","0.0","0.1","4.5","1.2","89.7","1.9","0.2","0.1","89.5","1.9","82.7","2.3","13.9","1.8","61.7","2.7","15.2","1.8","10.3","1.9","(X)","(X)","0.0","2.3","65.7","9.0","34.3","9.0","(X)","(X)","0.3","0.3","86.3","3.4","13.5","3.4","(X)","(X)","0.1","0.2","96.4","1.6","3.5","1.6",
"0500000US16013","Blaine County, Idaho","9822","530","9658","537","8567","463","278","161","9265","563","874","271","5417","517","43","51","160","107","13","19","164","145","9379","570","0","23","9379","570","7903","641","982","342","8011","503","684","210","443","240","533","217","0","23","483","213","50","39","3723","469","0","23","3486","466","237","169","5566","526","0","23","5410","525","156","143","(X)","(X)","98.3","1.5","87.2","3.1","2.8","1.6","94.3","2.3","8.9","2.6","55.2","4.7","0.4","0.5","1.6","1.1","0.1","0.2","1.7","1.5","95.5","2.4","0.0","0.4","95.5","2.4","80.5","4.6","10.0","3.3","81.6","3.7","7.0","2.1","4.5","2.4","(X)","(X)","0.0","6.4","90.6","7.9","9.4","7.9","(X)","(X)","0.0","0.9","93.6","4.5","6.4","4.5","(X)","(X)","0.0","0.6","97.2","2.6","2.8","2.6",
"0500000US16015","Boise County, Idaho","3524","238","3380","256","3068","256","254","131","2973","252","155","54","2273","256","49","37","77","62","5","8","144","74","3229","243","52","48","3177","237","2494","223","300","92","2212","233","671","145","295","78","244","72","6","10","169","55","69","41","1378","195","46","47","1221","180","111","43","1902","208","0","17","1787","209","115","78","(X)","(X)","95.9","2.1","87.1","3.1","7.2","3.5","84.4","4.6","4.4","1.5","64.5","5.6","1.4","1.1","2.2","1.8","0.1","0.2","4.1","2.1","91.6","2.2","1.5","1.3","90.2","2.5","70.8","4.5","8.5","2.5","62.8","4.4","19.0","4.1","8.4","2.2","(X)","(X)","2.5","3.8","69.3","12.5","28.3","12.9","(X)","(X)","3.3","3.3","88.6","4.4","8.1","2.9","(X)","(X)","0.0","1.8","94.0","4.0","6.0","4.0",
"0500000US16017","Bonner County, Idaho","19599","499","18355","498","15417","573","855","208","17023","504","1781","347","11679","601","211","92","358","142","0","26","1244","235","17161","479","38","44","17123","482","15384","510","3200","407","9487","596","4404","425","2438","407","2198","369","0","26","1527","299","671","194","9079","560","38","44","7723","601","1318","290","8322","512","0","26","7873","471","449","180","(X)","(X)","93.7","1.2","78.7","2.3","4.4","1.0","86.9","1.7","9.1","1.7","59.6","2.6","1.1","0.5","1.8","0.7","0.0","0.2","6.3","1.2","87.6","2.0","0.2","0.2","87.4","2.0","78.5","2.4","16.3","2.1","48.4","2.9","22.5","2.1","12.4","2.0","(X)","(X)","0.0","1.6","69.5","7.2","30.5","7.2","(X)","(X)","0.4","0.5","85.1","3.3","14.5","3.2","(X)","(X)","0.0","0.4","94.6","2.0","5.4","2.0",
"0500000US16019","Bonneville County, Idaho","43378","432","41755","552","35927","808","1032","296","39866","583","3368","506","28867","775","343","142","1184","274","58","52","1623","355","40145","601","38","32","40107","601","37898","722","4359","433","33394","723","3341","337","3233","379","3536","421","23","23","2607","376","906","213","17650","915","15","23","16060","920","1575","288","22192","815","0","29","21440","811","752","198","(X)","(X)","96.3","0.8","82.8","1.6","2.4","0.7","91.9","1.1","7.8","1.2","66.5","1.7","0.8","0.3","2.7","0.6","0.1","0.1","3.7","0.8","92.5","0.9","0.1","0.1","92.5","0.9","87.4","1.4","10.0","1.0","77.0","1.4","7.7","0.8","7.5","0.9","(X)","(X)","0.7","0.6","73.7","5.5","25.6","5.4","(X)","(X)","0.1","0.1","91.0","1.7","8.9","1.6","(X)","(X)","0.0","0.2","96.6","0.9","3.4","0.9",
"0500000US16021","Boundary County, Idaho","4835","234","4600","244","3776","251","317","145","4163","268","374","157","2864","272","46","35","25","30","0","19","235","92","4388","243","72","58","4316","244","3684","251","727","213","2715","306","880","208","447","154","862","234","19","19","769","232","74","44","1844","296","53","54","1538","292","253","95","2129","275","0","19","2009","250","120","103","(X)","(X)","95.1","1.9","78.1","4.0","6.6","3.0","86.1","3.7","7.7","3.2","59.2","5.2","1.0","0.7","0.5","0.6","0.0","0.7","4.9","1.9","90.8","3.1","1.5","1.2","89.3","3.3","76.2","3.8","15.0","4.2","56.2","6.2","18.2","4.3","9.2","3.1","(X)","(X)","2.2","2.3","89.2","5.9","8.6","5.2","(X)","(X)","2.9","3.0","83.4","6.0","13.7","5.1","(X)","(X)","0.0","1.6","94.4","4.6","5.6","4.6",
"0500000US16023","Butte County, Idaho","1017","124","925","117","701","98","81","36","837","108","99","47","641","103","0","12","6","8","0","12","92","66","892","118","1","2","891","118","828","118","146","68","686","110","74","47","125","70","215","75","0","12","171","63","44","38","495","115","1","2","428","96","66","52","307","79","0","12","292","79","15","12","(X)","(X)","91.0","6.2","68.9","7.8","8.0","3.4","82.3","5.9","9.7","4.5","63.0","7.6","0.0","3.4","0.6","0.8","0.0","3.4","9.0","6.2","87.7","6.5","0.1","0.2","87.6","6.6","81.4","7.0","14.4","6.6","67.5","7.9","7.3","4.4","12.3","6.5","(X)","(X)","0.0","15.0","79.5","14.8","20.5","14.8","(X)","(X)","0.2","0.4","86.5","9.3","13.3","9.3","(X)","(X)","0.0","10.8","95.1","4.1","4.9","4.1",
"0500000US16025","Camas County, Idaho","339","70","317","69","279","64","13","13","296","68","35","22","172","50","0","12","0","12","0","12","22","16","292","69","0","12","292","69","230","59","28","18","168","55","107","35","47","26","36","25","0","12","24","21","12","14","156","53","0","12","130","50","26","20","147","46","0","12","138","46","9","13","(X)","(X)","93.5","4.5","82.3","8.0","3.8","3.8","87.3","6.9","10.3","6.3","50.7","11.9","0.0","9.8","0.0","9.8","0.0","9.8","6.5","4.5","86.1","7.5","0.0","9.8","86.1","7.5","67.8","9.9","8.3","5.0","49.6","11.1","31.6","8.7","13.9","7.5","(X)","(X)","0.0","51.3","66.7","35.1","33.3","35.1","(X)","(X)","0.0","19.9","83.3","11.8","16.7","11.8","(X)","(X)","0.0","21.0","93.9","8.7","6.1","8.7",
"0500000US16027","Canyon County, Idaho","82864","487","79742","620","68417","962","1936","324","76249","738","7402","731","55479","1144","521","155","1523","329","12","15","3122","401","76972","772","97","64","76875","771","72968","879","10753","905","59024","1221","9357","787","5892","632","6849","643","0","29","5110","644","1739","289","36369","1428","51","45","33188","1325","3130","477","39646","1291","46","48","38577","1330","1023","259","(X)","(X)","96.2","0.5","82.6","1.1","2.3","0.4","92.0","0.7","8.9","0.9","67.0","1.3","0.6","0.2","1.8","0.4","0.0","0.1","3.8","0.5","92.9","0.8","0.1","0.1","92.8","0.8","88.1","0.9","13.0","1.1","71.2","1.4","11.3","1.0","7.1","0.8","(X)","(X)","0.0","0.5","74.6","4.4","25.4","4.4","(X)","(X)","0.1","0.1","91.3","1.2","8.6","1.2","(X)","(X)","0.1","0.1","97.3","0.7","2.6","0.7",
"0500000US16029","Caribou County, Idaho","2430","122","2336","127","1957","145","133","63","2160","137","287","91","1310","137","11","14","13","11","0","17","94","40","2265","140","10","13","2255","137","2064","148","316","97","1628","131","431","95","165","60","263","80","2","3","235","73","26","25","1158","150","0","17","1048","150","110","46","1009","124","8","13","972","123","29","26","(X)","(X)","96.1","1.6","80.5","4.2","5.5","2.6","88.9","3.2","11.8","3.7","53.9","4.9","0.5","0.6","0.5","0.4","0.0","1.4","3.9","1.6","93.2","2.5","0.4","0.5","92.8","2.5","84.9","3.8","13.0","3.8","67.0","4.6","17.7","3.8","6.8","2.5","(X)","(X)","0.8","1.3","89.4","8.8","9.9","8.6","(X)","(X)","0.0","3.0","90.5","4.0","9.5","4.0","(X)","(X)","0.8","1.3","96.3","2.9","2.9","2.5",
"0500000US16031","Cassia County, Idaho","8238","217","7686","257","6220","312","170","68","7342","272","968","204","4858","244","21","22","275","111","0","23","552","172","7295","244","15","17","7280","242","6569","280","952","220","5293","358","1300","196","943","187","901","236","15","17","652","221","234","79","3764","337","0","23","3272","293","492","133","3573","245","0","23","3356","248","217","94","(X)","(X)","93.3","2.1","75.5","3.2","2.1","0.8","89.1","2.4","11.8","2.5","59.0","3.0","0.3","0.3","3.3","1.4","0.0","0.4","6.7","2.1","88.6","2.2","0.2","0.2","88.4","2.2","79.7","2.9","11.6","2.7","64.3","4.1","15.8","2.4","11.4","2.2","(X)","(X)","1.7","1.9","72.4","9.2","26.0","8.7","(X)","(X)","0.0","0.9","86.9","3.1","13.1","3.1","(X)","(X)","0.0","1.0","93.9","2.6","6.1","2.6",
"0500000US16033","Clark County, Idaho","252","68","226","62","159","45","15","13","206","59","62","40","124","42","0","12","0","12","0","12","26","22","213","63","0","12","213","63","192","57","24","16","172","55","17","13","39","27","16","13","0","12","13","11","3","5","183","63","0","12","150","57","33","27","53","22","0","12","50","22","3","4","(X)","(X)","89.7","8.0","63.1","12.7","6.0","4.8","81.7","9.0","24.6","12.3","49.2","13.9","0.0","12.9","0.0","12.9","0.0","12.9","10.3","8.0","84.5","9.8","0.0","12.9","84.5","9.8","76.2","10.5","9.5","6.0","68.3","11.8","6.7","4.8","15.5","9.8","(X)","(X)","0.0","76.9","81.3","27.9","18.8","27.9","(X)","(X)","0.0","17.3","82.0","13.6","18.0","13.6","(X)","(X)","0.0","42.3","94.3","8.1","5.7","8.1",
"0500000US16035","Clearwater County, Idaho","3561","121","3165","135","2682","152","318","73","2696","146","346","77","1712","141","27","27","58","35","7","11","396","101","2942","140","12","11","2930","140","2481","145","404","86","1779","142","755","124","619","125","497","89","5","7","322","78","170","50","1668","165","7","7","1305","133","356","108","1396","141","0","17","1303","141","93","44","(X)","(X)","88.9","2.8","75.3","3.9","8.9","2.0","75.7","3.3","9.7","2.1","48.1","4.0","0.8","0.8","1.6","1.0","0.2","0.3","11.1","2.8","82.6","3.3","0.3","0.3","82.3","3.3","69.7","3.7","11.3","2.3","50.0","3.7","21.2","3.5","17.4","3.3","(X)","(X)","1.0","1.5","64.8","9.1","34.2","8.9","(X)","(X)","0.4","0.4","78.2","5.5","21.3","5.5","(X)","(X)","0.0","2.5","93.3","3.1","6.7","3.1",
"0500000US16037","Custer County, Idaho","1933","164","1750","172","1471","181","103","91","1610","203","101","59","1209","166","0","12","43","38","0","12","183","77","1672","168","8","14","1664","171","1462","208","316","162","1257","155","158","99","261","108","366","123","0","12","285","116","81","51","889","163","8","14","710","152","171","101","678","160","0","12","669","162","9","14","(X)","(X)","90.5","3.9","76.1","6.3","5.3","4.8","83.3","6.4","5.2","3.0","62.5","7.3","0.0","1.8","2.2","2.0","0.0","1.8","9.5","3.9","86.5","5.3","0.4","0.7","86.1","5.4","75.6","7.5","16.3","8.0","65.0","7.6","8.2","5.2","13.5","5.3","(X)","(X)","0.0","9.1","77.9","13.7","22.1","13.7","(X)","(X)","0.9","1.5","79.9","10.3","19.2","10.3","(X)","(X)","0.0","5.0","98.7","2.1","1.3","2.1",
"0500000US16039","Elmore County, Idaho","10848","239","10285","318","8804","373","381","155","9613","331","951","212","6588","465","46","42","298","129","33","44","563","224","9897","346","18","17","9879","346","8940","357","1473","274","7554","408","1064","213","951","290","1163","232","0","23","909","214","254","87","5318","390","18","17","4974","431","326","166","4367","378","0","23","3996","357","371","167","(X)","(X)","94.8","2.1","81.2","2.9","3.5","1.4","88.6","2.5","8.8","1.9","60.7","4.2","0.4","0.4","2.7","1.2","0.3","0.4","5.2","2.1","91.2","2.6","0.2","0.2","91.1","2.6","82.4","2.9","13.6","2.5","69.6","3.4","9.8","2.0","8.8","2.6","(X)","(X)","0.0","3.0","78.2","7.2","21.8","7.2","(X)","(X)","0.3","0.3","93.5","3.2","6.1","3.2","(X)","(X)","0.0","0.8","91.5","3.7","8.5","3.7",
"0500000US16041","Franklin County, Idaho","4870","149","4731","168","4085","197","155","78","4444","185","435","155","2929","237","11","9","82","57","0","19","139","98","4652","168","50","67","4602","173","4381","182","674","179","2755","249","1230","201","218","110","577","158","0","19","448","143","129","99","2075","245","50","67","1951","241","74","49","2218","245","0","19","2203","244","15","13","(X)","(X)","97.1","2.0","83.9","3.4","3.2","1.6","91.3","2.5","8.9","3.1","60.1","4.8","0.2","0.2","1.7","1.2","0.0","0.7","2.9","2.0","95.5","2.2","1.0","1.4","94.5","2.4","90.0","2.8","13.8","3.6","56.6","5.1","25.3","4.0","4.5","2.2","(X)","(X)","0.0","5.9","77.6","15.5","22.4","15.5","(X)","(X)","2.4","3.2","94.0","3.9","3.6","2.4","(X)","(X)","0.0","1.6","99.3","0.6","0.7","0.6",
"0500000US16043","Fremont County, Idaho","4506","248","4376","252","3757","264","65","33","4222","252","400","113","2863","248","9","13","174","83","0","19","130","50","4190","244","38","38","4152","240","3919","227","631","156","2751","256","848","160","316","73","306","91","0","19","238","76","68","40","2064","242","23","30","1835","218","206","69","2136","188","15","23","2079","182","42","29","(X)","(X)","97.1","1.1","83.4","2.8","1.4","0.7","93.7","1.7","8.9","2.5","63.5","4.1","0.2","0.3","3.9","1.8","0.0","0.8","2.9","1.1","93.0","1.6","0.8","0.8","92.1","1.8","87.0","2.3","14.0","3.4","61.1","4.2","18.8","3.6","7.0","1.6","(X)","(X)","0.0","10.8","77.8","10.9","22.2","10.9","(X)","(X)","1.1","1.4","88.9","3.3","10.0","3.1","(X)","(X)","0.7","1.1","97.3","1.6","2.0","1.3",
"0500000US16045","Gem County, Idaho","7406","209","6893","250","5883","314","354","142","6206","316","481","185","4831","341","105","84","135","86","0","19","513","171","6656","284","34","36","6622","287","5921","364","589","208","4867","379","1263","315","750","190","782","197","0","19","493","143","289","144","3491","390","34","36","3174","390","283","121","3133","364","0","19","2955","358","178","103","(X)","(X)","93.1","2.3","79.4","3.7","4.8","1.9","83.8","3.6","6.5","2.4","65.2","4.6","1.4","1.1","1.8","1.2","0.0","0.5","6.9","2.3","89.9","2.6","0.5","0.5","89.4","2.6","79.9","4.3","8.0","2.8","65.7","4.4","17.1","4.3","10.1","2.6","(X)","(X)","0.0","4.4","63.0","13.8","37.0","13.8","(X)","(X)","1.0","1.0","90.9","3.7","8.1","3.4","(X)","(X)","0.0","1.1","94.3","3.2","5.7","3.2",
